project_id,project_name,ministry,sector,budget_allocated_cr,budget_utilized_cr,budget_utilized_pct,start_date,planned_end_date,planned_duration_months,months_elapsed,percent_complete,reporting_delay_days,last_report_gap_days,is_delayed
PRJ-01449,Steel plant expansion project 1449,Steel,Steel plant expansion,375.68,231.04,61.5,2024-09-24,2029-01-01,52,24,44.7,15,2,0
PRJ-01450,Bridges project 1450,Road Transport & Highways,Bridges,25.91,6.94,26.8,2025-09-09,2030-09-13,61,12,30.4,9,23,1
PRJ-01451,Optical fibre network project 1451,Telecommunications,Optical fibre network,2437.88,1033.66,42.4,2023-12-14,2030-09-08,82,33,50.1,6,1,0
PRJ-01452,Smart city infra project 1452,Housing & Urban Affairs,Smart city infra,99.69,0.0,0.0,2021-05-17,2025-03-27,47,64,2.0,1,14,1
PRJ-01453,Port development project 1453,Shipping,Port development,466.03,61.98,13.3,2023-08-11,2024-09-04,13,37,32.0,10,4,1
PRJ-01454,Steel plant expansion project 1454,Steel,Steel plant expansion,74.68,34.95,46.8,2022-11-19,2029-04-16,78,46,60.2,15,8,0
PRJ-01455,Gas pipelines project 1455,Petroleum & Natural Gas,Gas pipelines,116.38,28.63,24.6,2025-07-19,2030-11-20,65,14,21.2,19,9,0
PRJ-01456,Metro rail project 1456,Railways,Metro rail,38.45,6.77,17.6,2025-05-07,2032-03-31,84,16,21.8,8,3,0
PRJ-01457,Solar parks project 1457,New & Renewable Energy,Solar parks,78.96,63.4,80.3,2022-11-29,2024-11-18,24,46,98.0,15,15,0
PRJ-01458,Rail track doubling project 1458,Railways,Rail track doubling,212.44,223.06,105.0,2023-01-09,2024-12-29,24,44,98.0,16,12,0
PRJ-01459,Urban housing project 1459,Housing & Urban Affairs,Urban housing,270.85,200.43,74.0,2021-04-25,2027-11-20,80,65,84.0,2,2,0
PRJ-01460,Rural roads project 1460,Rural Development,Rural roads,11.49,10.59,92.2,2021-04-04,2026-07-07,64,66,98.0,39,0,0
PRJ-01461,Rural water supply project 1461,Jal Shakti,Rural water supply,37.2,14.99,40.3,2024-01-12,2030-02-09,74,32,36.7,2,16,0
PRJ-01462,Solar parks project 1462,New & Renewable Energy,Solar parks,128.53,104.62,81.4,2022-10-06,2028-09-04,72,48,76.2,8,4,0
PRJ-01463,State highways project 1463,Road Transport & Highways,State highways,129.33,91.44,70.7,2025-03-19,2029-01-27,47,18,72.8,1,17,1
PRJ-01464,Refineries project 1464,Petroleum & Natural Gas,Refineries,72.61,21.93,30.2,2025-05-16,2030-07-19,63,16,28.8,0,2,0
PRJ-01465,State highways project 1465,Road Transport & Highways,State highways,69.43,47.0,67.7,2023-12-17,2028-05-24,54,33,71.0,17,25,0
PRJ-01466,Irrigation project 1466,Jal Shakti,Irrigation,109.4,23.08,21.1,2025-11-26,2031-10-26,72,9,26.9,1,17,0
PRJ-01467,Rural water supply project 1467,Jal Shakti,Rural water supply,39.9,34.95,87.6,2021-02-23,2025-12-29,59,67,73.5,0,52,1
PRJ-01468,National highways project 1468,Road Transport & Highways,National highways,7.79,5.29,67.9,2024-04-14,2028-05-23,50,29,78.3,7,23,0
PRJ-01469,Urban housing project 1469,Housing & Urban Affairs,Urban housing,9.42,3.44,36.5,2024-08-09,2030-09-07,74,25,33.2,1,3,1
PRJ-01470,Irrigation canals project 1470,Agriculture,Irrigation canals,133.13,26.23,19.7,2025-08-17,2028-12-29,41,13,19.8,4,4,0
PRJ-01471,Metro rail project 1471,Railways,Metro rail,26.05,14.17,54.4,2024-06-29,2030-01-29,68,26,36.9,0,14,0
PRJ-01472,Smart city infra project 1472,Housing & Urban Affairs,Smart city infra,182.47,65.87,36.1,2024-09-01,2030-01-03,65,24,31.6,5,30,0
PRJ-01473,Steel plant expansion project 1473,Steel,Steel plant expansion,152.62,84.55,55.4,2022-07-23,2024-06-12,23,50,59.3,13,0,1
PRJ-01474,Transmission lines project 1474,Power,Transmission lines,64.25,59.3,92.3,2023-09-14,2026-11-27,39,36,91.1,2,2,0
PRJ-01475,Gas pipelines project 1475,Petroleum & Natural Gas,Gas pipelines,14.05,10.2,72.6,2022-01-09,2028-02-07,74,57,81.7,12,1,0
PRJ-01476,Port development project 1476,Shipping,Port development,41.78,43.87,105.0,2021-04-25,2026-02-28,59,65,98.0,15,3,0
PRJ-01477,State highways project 1477,Road Transport & Highways,State highways,635.4,284.02,44.7,2023-04-16,2025-12-01,32,41,47.2,40,21,1
PRJ-01478,Bridges project 1478,Road Transport & Highways,Bridges,120.88,54.76,45.3,2024-06-07,2030-09-04,76,27,36.8,24,2,0
PRJ-01479,Refineries project 1479,Petroleum & Natural Gas,Refineries,5.09,2.75,54.0,2025-06-02,2031-11-28,79,15,62.3,16,1,1
PRJ-01480,Solar parks project 1480,New & Renewable Energy,Solar parks,18.47,7.07,38.3,2026-01-06,2028-10-22,34,8,27.2,7,29,0
PRJ-01481,Transmission lines project 1481,Power,Transmission lines,6.78,1.79,26.4,2021-04-09,2024-04-23,37,66,25.6,1,5,1
PRJ-01482,State highways project 1482,Road Transport & Highways,State highways,8.49,8.18,96.3,2024-10-12,2026-02-04,16,23,98.0,1,4,0
PRJ-01483,Coal mining infra project 1483,Coal,Coal mining infra,29.56,8.07,27.3,2025-11-23,2030-08-29,58,9,26.8,2,6,0
PRJ-01484,Transmission lines project 1484,Power,Transmission lines,55.03,27.57,50.1,2024-08-22,2029-06-27,59,25,53.4,31,22,0
PRJ-01485,Coal mining infra project 1485,Coal,Coal mining infra,134.0,83.62,62.4,2023-05-07,2028-06-09,62,40,81.0,0,23,0
PRJ-01486,Mineral exploration project 1486,Mines,Mineral exploration,62.2,65.31,105.0,2021-01-01,2023-03-22,27,69,98.0,0,4,0
PRJ-01487,Irrigation canals project 1487,Agriculture,Irrigation canals,5.0,1.77,35.4,2026-01-03,2029-06-16,42,8,25.0,11,3,0
PRJ-01488,Rural roads project 1488,Rural Development,Rural roads,85.12,55.67,65.4,2023-06-09,2029-02-07,69,39,69.5,1,7,0
PRJ-01489,Thermal power project 1489,Power,Thermal power,35.72,36.4,101.9,2020-10-16,2026-09-15,72,72,98.0,4,3,0
PRJ-01490,Solar parks project 1490,New & Renewable Energy,Solar parks,307.78,292.39,95.0,2023-02-01,2027-09-08,56,44,94.6,11,6,0
PRJ-01491,Rural roads project 1491,Rural Development,Rural roads,83.78,56.55,67.5,2025-04-06,2028-12-16,45,17,57.6,24,32,0
PRJ-01492,Bridges project 1492,Road Transport & Highways,Bridges,6.06,4.74,78.2,2024-07-31,2025-10-24,15,25,98.0,30,6,0
PRJ-01493,Refineries project 1493,Petroleum & Natural Gas,Refineries,238.18,142.43,59.8,2025-11-25,2028-07-12,32,9,47.9,1,0,0
PRJ-01494,Solar parks project 1494,New & Renewable Energy,Solar parks,206.41,209.92,101.7,2021-10-21,2025-01-03,39,59,98.0,6,3,0
PRJ-01495,Irrigation project 1495,Jal Shakti,Irrigation,14.22,14.93,105.0,2022-07-20,2025-11-01,40,50,98.0,1,6,0
PRJ-01496,Irrigation canals project 1496,Agriculture,Irrigation canals,28.9,7.6,26.3,2025-01-07,2028-10-18,46,20,43.5,15,2,0
PRJ-01497,Mineral exploration project 1497,Mines,Mineral exploration,102.23,60.42,59.1,2023-11-19,2030-03-17,77,34,60.4,2,18,0
PRJ-01498,National highways project 1498,Road Transport & Highways,National highways,26.28,11.75,44.7,2021-05-01,2022-05-26,13,65,41.3,4,54,1
PRJ-01499,Airport terminals project 1499,Civil Aviation,Airport terminals,38.11,11.47,30.1,2021-01-25,2023-05-15,28,68,33.5,7,1,1
PRJ-01500,Mineral exploration project 1500,Mines,Mineral exploration,326.31,201.99,61.9,2025-03-17,2026-04-11,13,18,51.2,7,38,1
PRJ-01501,Irrigation project 1501,Jal Shakti,Irrigation,18.5,7.68,41.5,2024-10-06,2028-12-14,51,23,47.1,5,6,0
PRJ-01502,Mineral exploration project 1502,Mines,Mineral exploration,15.25,5.22,34.2,2024-08-20,2030-01-21,66,25,41.4,8,2,0
PRJ-01503,Refineries project 1503,Petroleum & Natural Gas,Refineries,448.71,234.68,52.3,2021-05-27,2026-01-01,56,64,68.0,6,23,1
PRJ-01504,Coal mining infra project 1504,Coal,Coal mining infra,103.07,65.24,63.3,2024-10-06,2027-12-20,39,23,62.7,3,11,0
PRJ-01505,Coal mining infra project 1505,Coal,Coal mining infra,18.83,6.53,34.7,2024-06-26,2030-11-22,78,27,22.0,2,0,0
PRJ-01506,Steel plant expansion project 1506,Steel,Steel plant expansion,244.46,205.1,83.9,2023-12-14,2026-01-02,25,33,98.0,7,3,0
PRJ-01507,National highways project 1507,Road Transport & Highways,National highways,78.75,59.06,75.0,2023-04-24,2028-02-27,59,41,70.9,2,4,0
PRJ-01508,Optical fibre network project 1508,Telecommunications,Optical fibre network,14.61,2.7,18.5,2022-07-20,2026-06-29,48,50,8.5,12,3,1
PRJ-01509,Urban housing project 1509,Housing & Urban Affairs,Urban housing,84.81,89.05,105.0,2022-05-05,2024-05-24,25,53,98.0,38,8,0
PRJ-01510,Airport terminals project 1510,Civil Aviation,Airport terminals,28.26,20.94,74.1,2025-10-27,2030-05-04,55,10,74.9,3,7,1
PRJ-01511,Rural water supply project 1511,Jal Shakti,Rural water supply,30.13,29.71,98.6,2022-08-03,2026-12-10,53,50,98.0,6,1,0
PRJ-01512,Rural water supply project 1512,Jal Shakti,Rural water supply,55.75,32.17,57.7,2024-09-18,2028-10-27,50,24,50.6,27,57,0
PRJ-01513,Transmission lines project 1513,Power,Transmission lines,287.28,120.37,41.9,2025-05-03,2031-09-29,78,16,28.9,11,4,0
PRJ-01514,Irrigation project 1514,Jal Shakti,Irrigation,385.59,358.98,93.1,2021-02-18,2022-09-11,19,67,98.0,13,1,0
PRJ-01515,Steel plant expansion project 1515,Steel,Steel plant expansion,30.89,20.29,65.7,2023-11-30,2028-03-08,52,34,63.0,0,30,0
PRJ-01516,Irrigation canals project 1516,Agriculture,Irrigation canals,18.11,19.02,105.0,2025-05-24,2026-08-17,15,16,98.0,3,5,0
PRJ-01517,Mineral exploration project 1517,Mines,Mineral exploration,96.46,83.63,86.7,2023-05-23,2027-06-01,49,40,94.5,1,17,0
PRJ-01518,Rural water supply project 1518,Jal Shakti,Rural water supply,36.37,35.53,97.7,2021-02-03,2026-06-07,65,68,98.0,0,7,0
PRJ-01519,Refineries project 1519,Petroleum & Natural Gas,Refineries,125.23,112.71,90.0,2024-01-01,2025-04-25,16,32,98.0,5,34,0
PRJ-01520,Solar parks project 1520,New & Renewable Energy,Solar parks,6.81,5.46,80.2,2022-03-17,2025-03-01,36,54,98.0,7,38,0
PRJ-01521,Smart city infra project 1521,Housing & Urban Affairs,Smart city infra,134.98,117.7,87.2,2022-02-08,2025-05-23,40,56,98.0,7,13,0
PRJ-01522,Irrigation canals project 1522,Agriculture,Irrigation canals,39.95,19.26,48.2,2023-03-08,2029-02-04,72,42,43.7,1,41,1
PRJ-01523,Irrigation canals project 1523,Agriculture,Irrigation canals,93.37,41.36,44.3,2024-03-02,2030-05-30,76,30,41.9,1,29,0
PRJ-01524,Urban housing project 1524,Housing & Urban Affairs,Urban housing,120.4,122.21,101.5,2021-06-09,2024-02-24,33,64,98.0,33,1,0
PRJ-01525,Irrigation canals project 1525,Agriculture,Irrigation canals,66.88,57.45,85.9,2021-04-06,2028-01-30,83,66,74.3,12,5,0
PRJ-01526,Thermal power project 1526,Power,Thermal power,38.62,17.46,45.2,2024-07-13,2026-07-03,24,26,56.1,13,23,1
PRJ-01527,Airport terminals project 1527,Civil Aviation,Airport terminals,23.14,11.43,49.4,2025-06-17,2029-02-26,45,15,42.9,6,1,0
PRJ-01528,Optical fibre network project 1528,Telecommunications,Optical fibre network,482.9,447.17,92.6,2021-11-25,2024-10-10,35,58,98.0,3,1,0
PRJ-01529,Irrigation canals project 1529,Agriculture,Irrigation canals,36.78,34.02,92.5,2021-02-18,2025-07-27,54,67,98.0,2,5,0
PRJ-01530,Mineral exploration project 1530,Mines,Mineral exploration,124.51,84.42,67.8,2025-09-05,2028-12-18,40,12,49.6,11,27,1
PRJ-01531,Rural roads project 1531,Rural Development,Rural roads,166.37,54.4,32.7,2024-12-04,2029-02-11,51,21,34.8,5,16,0
PRJ-01532,Gas pipelines project 1532,Petroleum & Natural Gas,Gas pipelines,139.2,142.96,102.7,2021-10-04,2026-03-12,54,60,98.0,2,24,0
PRJ-01533,Rural roads project 1533,Rural Development,Rural roads,36.78,5.88,16.0,2024-09-19,2028-09-28,49,24,14.0,7,16,1
PRJ-01534,Coal mining infra project 1534,Coal,Coal mining infra,5.0,5.08,101.6,2021-05-28,2023-08-16,27,64,98.0,2,42,0
PRJ-01535,Airport terminals project 1535,Civil Aviation,Airport terminals,84.3,47.21,56.0,2025-11-17,2027-08-09,21,10,52.2,12,1,0
PRJ-01536,Airport terminals project 1536,Civil Aviation,Airport terminals,867.89,904.34,104.2,2021-03-11,2024-02-24,36,67,98.0,14,12,0
PRJ-01537,Port development project 1537,Shipping,Port development,81.82,8.02,9.8,2025-07-04,2030-06-08,60,14,11.8,2,2,0
PRJ-01538,Port development project 1538,Shipping,Port development,158.11,61.5,38.9,2024-07-03,2029-10-05,64,26,42.1,7,0,0
PRJ-01539,State highways project 1539,Road Transport & Highways,State highways,77.37,42.4,54.8,2021-04-18,2023-11-04,31,65,50.9,9,0,1
PRJ-01540,Metro rail project 1540,Railways,Metro rail,31.66,0.0,0.0,2025-01-20,2029-07-28,55,20,2.0,1,4,1
PRJ-01541,Gas pipelines project 1541,Petroleum & Natural Gas,Gas pipelines,131.54,69.72,53.0,2022-12-26,2028-09-25,70,45,61.1,36,2,0
PRJ-01542,Metro rail project 1542,Railways,Metro rail,81.64,70.05,85.8,2024-05-28,2027-04-13,35,28,75.7,7,4,0
PRJ-01543,Bridges project 1543,Road Transport & Highways,Bridges,15.82,11.3,71.4,2023-06-12,2027-11-18,54,39,73.8,1,21,0
PRJ-01544,Mineral exploration project 1544,Mines,Mineral exploration,39.64,8.96,22.6,2025-03-09,2029-06-16,52,18,35.7,0,0,0
PRJ-01545,Mineral exploration project 1545,Mines,Mineral exploration,162.85,126.53,77.7,2025-11-08,2026-11-03,12,10,81.5,13,0,0
PRJ-01546,Coal mining infra project 1546,Coal,Coal mining infra,504.18,384.19,76.2,2024-08-23,2027-10-07,38,25,61.2,14,48,0
PRJ-01547,Thermal power project 1547,Power,Thermal power,101.3,86.81,85.7,2022-12-12,2025-07-29,32,45,98.0,1,18,0
PRJ-01548,Airport terminals project 1548,Civil Aviation,Airport terminals,14.35,4.99,34.8,2021-10-10,2023-08-31,23,60,33.4,34,22,1
PRJ-01549,Metro rail project 1549,Railways,Metro rail,15.76,11.27,71.5,2022-09-25,2028-03-27,67,48,67.0,0,2,0
PRJ-01550,Mineral exploration project 1550,Mines,Mineral exploration,36.91,31.0,84.0,2023-10-09,2028-12-11,63,35,75.0,3,15,0
PRJ-01551,Gas pipelines project 1551,Petroleum & Natural Gas,Gas pipelines,41.59,39.64,95.3,2020-10-07,2026-10-06,73,72,98.0,0,11,0
PRJ-01552,Refineries project 1552,Petroleum & Natural Gas,Refineries,277.66,89.13,32.1,2026-02-25,2027-06-20,16,6,39.2,15,13,0
PRJ-01553,Optical fibre network project 1553,Telecommunications,Optical fibre network,152.55,76.73,50.3,2025-01-22,2029-11-27,59,20,40.6,9,18,0
PRJ-01554,National highways project 1554,Road Transport & Highways,National highways,189.92,199.42,105.0,2021-03-06,2025-07-13,53,67,98.0,18,0,0
PRJ-01555,Port development project 1555,Shipping,Port development,17.49,18.36,105.0,2025-02-09,2026-04-05,14,19,98.0,27,0,0
PRJ-01556,Irrigation canals project 1556,Agriculture,Irrigation canals,5.0,1.15,23.0,2026-02-26,2029-09-08,43,6,20.3,0,20,0
PRJ-01557,Irrigation project 1557,Jal Shakti,Irrigation,26.65,26.44,99.2,2022-04-16,2026-11-21,56,53,98.0,1,25,0
PRJ-01558,Urban housing project 1558,Housing & Urban Affairs,Urban housing,12.67,7.51,59.3,2025-06-15,2027-07-05,25,15,79.9,4,9,1
PRJ-01559,Refineries project 1559,Petroleum & Natural Gas,Refineries,51.89,49.19,94.8,2023-05-11,2027-07-19,51,40,81.8,5,11,0
PRJ-01560,Thermal power project 1560,Power,Thermal power,44.08,28.7,65.1,2025-10-24,2027-03-18,17,10,67.6,0,12,0
PRJ-01561,Urban housing project 1561,Housing & Urban Affairs,Urban housing,110.99,100.11,90.2,2020-11-10,2024-11-19,49,71,98.0,10,5,0
PRJ-01562,Coal mining infra project 1562,Coal,Coal mining infra,80.77,76.0,94.1,2022-02-05,2028-07-03,78,56,91.0,10,2,0
PRJ-01563,Steel plant expansion project 1563,Steel,Steel plant expansion,200.11,171.69,85.8,2023-03-29,2027-10-04,55,42,94.8,4,17,0
PRJ-01564,Gas pipelines project 1564,Petroleum & Natural Gas,Gas pipelines,14.52,15.25,105.0,2021-03-14,2023-08-01,29,67,98.0,1,2,0
PRJ-01565,Smart city infra project 1565,Housing & Urban Affairs,Smart city infra,41.14,31.1,75.6,2021-02-14,2027-03-15,74,68,73.7,2,3,1
PRJ-01566,Rural roads project 1566,Rural Development,Rural roads,563.94,526.72,93.4,2021-12-21,2024-12-05,36,57,98.0,8,17,0
PRJ-01567,Thermal power project 1567,Power,Thermal power,27.6,9.44,34.2,2020-11-11,2026-01-14,63,71,33.1,0,4,1
PRJ-01568,National highways project 1568,Road Transport & Highways,National highways,22.84,13.11,57.4,2024-11-24,2028-03-08,40,22,66.6,11,16,0
PRJ-01569,Metro rail project 1569,Railways,Metro rail,12.05,12.36,102.6,2024-12-29,2026-02-22,14,20,98.0,5,13,0
PRJ-01570,Solar parks project 1570,New & Renewable Energy,Solar parks,774.9,813.64,105.0,2023-05-08,2026-01-22,33,40,98.0,10,11,0
PRJ-01571,Rail track doubling project 1571,Railways,Rail track doubling,91.76,9.27,10.1,2024-02-15,2025-06-09,16,31,10.9,21,16,1
PRJ-01572,Refineries project 1572,Petroleum & Natural Gas,Refineries,26.81,14.75,55.0,2021-04-06,2024-11-16,44,66,40.9,16,4,1
PRJ-01573,Optical fibre network project 1573,Telecommunications,Optical fibre network,44.9,20.34,45.3,2022-09-07,2024-02-29,18,49,47.5,8,14,1
PRJ-01574,Steel plant expansion project 1574,Steel,Steel plant expansion,75.13,36.74,48.9,2025-11-28,2027-12-18,25,9,43.2,0,31,0
PRJ-01575,Mineral exploration project 1575,Mines,Mineral exploration,120.88,24.9,20.6,2021-06-28,2022-08-22,14,63,31.6,6,11,1
PRJ-01576,State highways project 1576,Road Transport & Highways,State highways,33.08,20.34,61.5,2022-04-24,2024-06-12,26,53,59.9,5,16,1
PRJ-01577,Gas pipelines project 1577,Petroleum & Natural Gas,Gas pipelines,210.87,92.36,43.8,2023-09-09,2028-08-13,60,36,39.5,5,1,1
PRJ-01578,Rail track doubling project 1578,Railways,Rail track doubling,26.58,10.26,38.6,2023-02-10,2026-09-22,44,43,40.9,3,0,1
PRJ-01579,Airport terminals project 1579,Civil Aviation,Airport terminals,240.86,210.03,87.2,2022-03-30,2024-10-15,31,54,98.0,3,1,0
PRJ-01580,Transmission lines project 1580,Power,Transmission lines,13.43,12.85,95.7,2022-04-13,2023-05-08,13,53,88.0,7,32,1
PRJ-01581,Urban housing project 1581,Housing & Urban Affairs,Urban housing,18.93,16.39,86.6,2023-10-27,2025-10-16,24,35,98.0,10,7,0
PRJ-01582,Irrigation canals project 1582,Agriculture,Irrigation canals,13.25,12.71,95.9,2023-04-06,2027-01-15,46,42,98.0,20,27,0
PRJ-01583,Steel plant expansion project 1583,Steel,Steel plant expansion,39.64,36.19,91.3,2022-10-13,2025-03-01,29,47,98.0,6,4,0
PRJ-01584,Gas pipelines project 1584,Petroleum & Natural Gas,Gas pipelines,125.95,105.17,83.5,2021-07-09,2023-07-29,25,63,85.7,24,6,1
PRJ-01585,Port development project 1585,Shipping,Port development,27.86,16.21,58.2,2022-02-23,2024-05-13,27,55,53.9,9,3,1
PRJ-01586,Urban housing project 1586,Housing & Urban Affairs,Urban housing,50.45,27.95,55.4,2025-07-16,2027-08-05,25,14,47.9,7,0,0
PRJ-01587,Airport terminals project 1587,Civil Aviation,Airport terminals,123.3,63.13,51.2,2025-01-24,2028-02-08,37,20,61.6,1,32,0
PRJ-01588,Rural water supply project 1588,Jal Shakti,Rural water supply,147.11,110.77,75.3,2021-07-08,2027-12-04,78,63,83.3,0,2,0
PRJ-01589,Transmission lines project 1589,Power,Transmission lines,14.13,8.18,57.9,2024-03-03,2029-06-05,64,30,50.4,2,2,0
PRJ-01590,Urban housing project 1590,Housing & Urban Affairs,Urban housing,164.06,141.75,86.4,2025-04-12,2026-09-04,17,17,98.0,6,3,0
PRJ-01591,Optical fibre network project 1591,Telecommunications,Optical fibre network,69.72,73.21,105.0,2023-05-25,2026-07-08,38,40,98.0,2,4,0
PRJ-01592,Airport terminals project 1592,Civil Aviation,Airport terminals,146.02,84.11,57.6,2024-04-28,2027-10-10,42,29,68.8,7,38,0
PRJ-01593,National highways project 1593,Road Transport & Highways,National highways,5.0,1.1,22.1,2026-02-08,2027-12-30,23,7,27.2,5,10,0
PRJ-01594,Rail track doubling project 1594,Railways,Rail track doubling,335.34,249.83,74.5,2021-06-30,2027-08-28,75,63,85.0,17,13,1
PRJ-01595,Metro rail project 1595,Railways,Metro rail,10.54,6.48,61.5,2020-11-08,2022-09-29,23,71,32.4,11,1,1
PRJ-01596,Port development project 1596,Shipping,Port development,48.59,32.75,67.4,2025-10-04,2027-09-24,24,11,56.0,2,8,0
PRJ-01597,Rural water supply project 1597,Jal Shakti,Rural water supply,22.49,23.32,103.7,2022-07-26,2025-12-07,41,50,98.0,5,0,0
PRJ-01598,Coal mining infra project 1598,Coal,Coal mining infra,441.94,464.04,105.0,2020-09-12,2024-09-21,49,73,98.0,13,41,0
PRJ-01599,Rural water supply project 1599,Jal Shakti,Rural water supply,66.63,60.7,91.1,2023-07-30,2025-01-20,18,38,98.0,3,24,0
PRJ-01600,Rail track doubling project 1600,Railways,Rail track doubling,41.74,3.42,8.2,2021-08-14,2024-05-30,34,62,28.2,22,8,1
PRJ-01601,State highways project 1601,Road Transport & Highways,State highways,312.2,319.38,102.3,2021-05-26,2025-06-04,49,64,98.0,4,12,0
PRJ-01602,Rural roads project 1602,Rural Development,Rural roads,121.27,18.31,15.1,2021-09-07,2025-12-15,52,61,25.0,0,13,1
PRJ-01603,Gas pipelines project 1603,Petroleum & Natural Gas,Gas pipelines,20.86,13.85,66.4,2022-01-14,2024-03-04,26,56,68.2,6,11,1
PRJ-01604,Rail track doubling project 1604,Railways,Rail track doubling,28.95,30.4,105.0,2021-05-28,2022-10-20,17,64,98.0,9,75,0
PRJ-01605,National highways project 1605,Road Transport & Highways,National highways,35.8,25.85,72.2,2021-05-27,2023-10-14,29,64,77.4,0,11,1
PRJ-01606,Irrigation canals project 1606,Agriculture,Irrigation canals,68.44,68.1,99.5,2022-07-20,2025-04-05,33,50,98.0,20,0,0
PRJ-01607,Smart city infra project 1607,Housing & Urban Affairs,Smart city infra,132.48,68.89,52.0,2024-03-04,2029-10-04,68,30,54.6,1,34,0
PRJ-01608,Steel plant expansion project 1608,Steel,Steel plant expansion,65.46,64.35,98.3,2024-09-03,2026-07-25,23,24,98.0,0,1,0
PRJ-01609,Rural roads project 1609,Rural Development,Rural roads,143.8,139.2,96.8,2021-08-10,2026-02-15,55,62,98.0,9,43,0
PRJ-01610,Thermal power project 1610,Power,Thermal power,93.99,36.84,39.2,2025-07-16,2030-09-18,63,14,35.2,8,9,0
PRJ-01611,Refineries project 1611,Petroleum & Natural Gas,Refineries,104.51,105.66,101.1,2020-10-13,2026-07-14,70,72,98.0,6,9,0
PRJ-01612,Rural water supply project 1612,Jal Shakti,Rural water supply,32.78,26.06,79.5,2021-06-29,2026-07-03,61,63,98.0,2,1,0
PRJ-01613,Airport terminals project 1613,Civil Aviation,Airport terminals,76.25,78.16,102.5,2021-09-10,2027-01-12,65,61,98.0,6,6,0
PRJ-01614,Mineral exploration project 1614,Mines,Mineral exploration,116.99,33.11,28.3,2021-03-18,2023-12-03,33,66,23.5,14,9,1
PRJ-01615,Rail track doubling project 1615,Railways,Rail track doubling,67.97,54.04,79.5,2025-06-08,2026-12-30,19,15,84.7,21,3,0
PRJ-01616,Thermal power project 1616,Power,Thermal power,206.17,55.05,26.7,2025-08-06,2030-12-08,65,13,24.5,2,11,0
PRJ-01617,Solar parks project 1617,New & Renewable Energy,Solar parks,290.85,165.49,56.9,2023-06-22,2030-05-16,84,39,59.7,19,2,0
PRJ-01618,Irrigation canals project 1618,Agriculture,Irrigation canals,150.74,154.51,102.5,2023-09-21,2026-08-06,35,36,98.0,7,34,0
PRJ-01619,Steel plant expansion project 1619,Steel,Steel plant expansion,24.36,15.1,62.0,2024-01-19,2028-09-24,57,32,62.7,5,14,0
PRJ-01620,Steel plant expansion project 1620,Steel,Steel plant expansion,12.97,3.66,28.2,2026-01-06,2028-04-25,28,8,32.3,3,7,0
PRJ-01621,Airport terminals project 1621,Civil Aviation,Airport terminals,28.6,30.03,105.0,2021-01-07,2027-02-05,74,69,98.0,1,5,0
PRJ-01622,Rail track doubling project 1622,Railways,Rail track doubling,34.36,23.78,69.2,2021-03-15,2026-06-17,64,67,84.6,5,8,1
PRJ-01623,Coal mining infra project 1623,Coal,Coal mining infra,127.71,61.68,48.3,2025-12-02,2027-07-25,20,9,47.1,25,0,0
PRJ-01624,Rural water supply project 1624,Jal Shakti,Rural water supply,19.52,16.75,85.8,2022-07-04,2026-10-11,52,51,80.2,0,2,1
PRJ-01625,National highways project 1625,Road Transport & Highways,National highways,17.81,11.58,65.0,2022-03-25,2028-09-19,79,54,67.2,7,1,0
PRJ-01626,Solar parks project 1626,New & Renewable Energy,Solar parks,74.56,54.35,72.9,2022-02-13,2029-01-07,84,55,64.2,7,0,0
PRJ-01627,Irrigation project 1627,Jal Shakti,Irrigation,53.34,54.14,101.5,2020-09-11,2025-03-19,55,73,92.0,19,9,1
PRJ-01628,Port development project 1628,Shipping,Port development,45.47,38.56,84.8,2023-03-31,2025-03-20,24,42,98.0,0,14,0
PRJ-01629,Gas pipelines project 1629,Petroleum & Natural Gas,Gas pipelines,5.0,4.47,89.4,2022-06-20,2025-12-31,43,51,98.0,3,17,0
PRJ-01630,Airport terminals project 1630,Civil Aviation,Airport terminals,7.39,3.0,40.6,2024-03-28,2029-04-01,61,30,54.3,5,22,0
PRJ-01631,Metro rail project 1631,Railways,Metro rail,38.55,35.47,92.0,2021-06-22,2028-04-16,83,63,90.1,0,66,0
PRJ-01632,Steel plant expansion project 1632,Steel,Steel plant expansion,5.0,4.99,99.8,2025-11-15,2026-12-10,13,10,95.0,1,20,1
PRJ-01633,Mineral exploration project 1633,Mines,Mineral exploration,202.63,198.37,97.9,2020-12-09,2023-07-27,32,70,98.0,7,13,0
PRJ-01634,Port development project 1634,Shipping,Port development,38.04,0.99,2.6,2021-06-02,2027-05-02,72,64,6.5,20,13,1
PRJ-01635,Airport terminals project 1635,Civil Aviation,Airport terminals,38.5,38.42,99.8,2021-04-21,2024-01-06,33,65,98.0,4,6,0
PRJ-01636,Bridges project 1636,Road Transport & Highways,Bridges,35.78,24.04,67.2,2021-12-19,2028-01-17,74,57,69.8,10,0,1
PRJ-01637,Smart city infra project 1637,Housing & Urban Affairs,Smart city infra,125.56,51.1,40.7,2024-10-29,2029-04-06,54,22,43.0,2,1,0
PRJ-01638,Rural water supply project 1638,Jal Shakti,Rural water supply,262.79,18.66,7.1,2025-11-23,2032-02-20,76,9,19.2,8,7,0
PRJ-01639,Irrigation project 1639,Jal Shakti,Irrigation,38.13,24.52,64.3,2023-02-03,2028-01-08,60,44,72.8,3,1,0
